OBJECTID,tripID,source,Choice,Options,turnsPerkm,turnsLeftPerkm,turnsRightPerkm,perc_Detour,signalsPerkm,percCycleWay,percBikeLane,percSharrow,percFootway,percPrimary,percSecondary,percResidential,FlickrPerkm,PSOverlap,WorkoutType,percImpervious,percRoadRR,percBareGround,percBldg,percGrass,percTree,percWetland,percInlandWater,percCropland,percOcean,percBeach,percAADTgt5k,percAADTgt10k,percSlowdownLT2,percSlowdownLT4
302,662888959,GoogleTrip,0,4,0.549223363,0.549223363,0,9.129927635,2.196893454,0,43.40670776,0,0,54.95542145,0,0,1.922281742,-7.02E-05,1 commute,29.75600243,18.12859726,1.727098942,13.99068928,17.80888557,17.54641724,0.08532884,0.956979156,0,0,0,44.29038239,44.24647903,41.57659531,47.6291008
303,662888959,MapQuestTrip,0,4,0.599309146,0.299654573,0.299654573,0.009667521,1.498272777,0,0,0,0,0,0,0,5.993091106,-0.771408558,1 commute,27.89571381,18.31817055,0.354985058,15.48181629,16.63610458,12.46914482,0.116369277,8.727695465,0,0,0,49.99599838,0.300381869,120.2272568,120.2272568
304,662888959,ShortestPath,0,4,0.599367082,0.299683541,0.299683541,0,1.498417616,0,0,0,0,0,0,0,5.993670464,-0.771311879,1 commute,27.89598656,18.31754112,0.355018467,15.4832716,16.63414383,12.47031689,0.116380222,8.727340698,0,0,0,50.0008316,0.300410897,120.2388763,120.2388763
309,657962010,EndomondoTrip,1,4,1.783388972,0.594462991,1.188925982,0,0,0,0,0,93.67619324,0,0,6.323810577,0,-0.705540299,1 commute,16.44168472,11.26211834,0.394197047,13.2560215,20.47074509,38.17523575,0,0,0,0,0,0,0,35.87287521,35.87287521
310,657962010,GoogleTrip,0,4,1.745116711,0.58170557,1.16341114,2.193104029,0,0,0,0,0,0,0,87.95794678,0,-0.490275323,1 commute,15.666008,10.81925201,0.38648212,12.28878307,21.46323967,39.37623596,0,0,0,0,0,0,0,91.52811432,91.52811432
311,657962010,MapQuestTrip,0,4,2.118922234,1.271353364,0.84756887,40.27485275,0,0,0,0,0,0,0,91.46787262,1.271353364,-0.290705115,1 commute,16.86644936,9.67757988,0.376876086,11.7412672,26.30661392,35.03121185,0,0,0,0,0,0,0,97.46311951,97.46311951
312,657962010,ShortestPath,0,4,1.783388972,0.594462991,1.188925982,0,0,0,0,0,93.67619324,0,0,6.323810577,0,-0.705540299,1 commute,16.44168472,11.26211834,0.394197047,13.2560215,20.47074509,38.17523575,0,0,0,0,0,0,0,91.52811432,91.52811432
313,656383197,EndomondoTrip,1,4,2.752285719,1.548160672,1.204124928,22.24579048,4.472464085,13.23501968,0,1.681533098,2.465959072,9.793375015,44.16569138,15.07732391,554.069519,-0.107503027,1 commute,33.54495621,23.39528465,4.070599079,26.33921242,6.442249298,4.969597816,0,0.026137676,0,1.211962819,0,58.5031929,35.27771378,44.11005402,75.25778961
314,656383197,GoogleTrip,0,4,0.841116726,0.63083756,0.210279182,0.002567863,6.098096371,0,1.849408031,0,0,88.93058014,6.3584795,1.93407321,964.340332,-1.111115456,1 commute,34.40247726,31.71242905,2.609361172,20.08135033,6.394057751,4.653929234,0,0,0,0.146397054,0,93.24518585,92.59379578,9.928956985,51.91126633
315,656383197,MapQuestTrip,0,4,0.841116726,0.63083756,0.210279182,0.002567863,6.098096371,0,1.849408031,0,0,88.93058014,6.3584795,1.93407321,964.340332,-1.111115456,1 commute,34.40247726,31.71242905,2.609361172,20.08135033,6.394057751,4.653929234,0,0,0,0.146397054,0,93.24518585,92.59379578,9.928956985,51.91126633
316,656383197,ShortestPath,0,4,0.841138363,0.630853772,0.210284591,0,6.098252773,0,1.849408031,0,0,88.93058014,6.3584795,1.93407321,964.3651123,-1.111089826,1 commute,34.40304947,31.71295738,2.609404564,20.0800209,6.394164085,4.654006481,0,0,0,0.146399483,0,93.14175415,92.49108887,9.917943954,51.85368347
321,652001285,EndomondoTrip,1,4,2.143293619,1.386837125,0.756456614,58.04468536,0.504304409,0,35.2418251,0,0,0,0,31.69119644,0.378228307,-0.081724808,1 commute,19.42888641,14.85714531,0.743084788,13.7379694,26.63074303,18.09739876,1.095418096,5.402276993,0.007076998,0,0,0.430155843,0.430155843,100.00914,100.00914
322,652001285,GoogleTrip,0,4,0.597764492,0.398509681,0.199254841,0.000870001,0.996274173,0,18.45122528,0,0,0,46.77013779,0,2.590312958,-1.124418497,1 commute,24.77414703,19.95305634,0.740373194,14.22855473,22.11746788,15.90699673,0.412718654,1.866685629,0,0,0,77.75656128,48.82736969,54.34240341,70.83187103
323,652001285,MapQuestTrip,0,4,0.59715718,0.199052379,0.398104757,0.102579005,0.995261908,0,18.28846359,0,0,0,46.35756683,0.882125378,2.587681055,-1.097829223,1 commute,24.72659683,19.95885086,0.738308132,14.20352936,22.17219353,15.91121292,0.414655387,1.874653816,0,0,0,77.64472198,48.75714111,54.26424408,70.7299881
324,652001285,ShortestPath,0,4,0.597769737,0.199256569,0.398513138,0,0.996282876,0,18.45122528,0,0,0,46.77013779,0,2.590335369,-1.124409795,1 commute,24.77375031,19.95337105,0.740384817,14.22877884,22.11702728,15.90724754,0.41272518,1.866714954,0,0,0,77.72436523,48.80715561,54.31990814,70.80254364
325,1821259519,EndomondoTrip,1,4,2.686956167,1.511412859,1.175543308,14.242836,0.839673758,29.21165848,0.300160259,0,0,0,1.454717278,52.10513687,3.694564581,-0.069216475,1 commute,19.76326752,13.05855751,0.575361609,12.45631027,17.32806396,35.88750839,0.33876431,0.592165411,0,0,0,3.449158192,3.449158192,69.85329437,72.57494354
326,1821259519,GoogleTrip,0,4,0.759551823,0.569663882,0.189887956,1.035067201,1.519103646,0,0,0,0,0,65.93534851,5.504991531,3.228095293,-0.829370558,1 commute,22.51543808,16.25310516,0.634787261,12.37835121,19.44279861,28.43036461,0.054024447,0.291131735,0,0,0,35.88623047,32.07338715,31.11159325,50.99930573
327,1821259519,MapQuestTrip,0,4,0.19184798,0.19184798,0,0.002837784,1.53478384,0,0,0,0,0,66.73265076,0,4.412503719,-1.014734268,1 commute,24.60025406,17.54640961,0.645801187,11.21710396,19.84267616,25.79949188,0.054510765,0.293752462,0,0,0,47.81705856,40.72135544,29.7536602,51.08769226
328,1821259519,ShortestPath,0,4,0.191853434,0.191853434,0,0,1.534827471,0,0,0,0,0,66.73265076,0,4.412628651,-1.014705896,1 commute,24.60005569,17.54680824,0.645815849,11.21735859,19.8431263,25.798563,0.054512005,0.293759137,0,0,0,47.76501465,40.67703629,29.97670555,51.28751755
329,1378277498,EndomondoTrip,1,4,3.165344954,1.217440367,1.947904587,17.79483032,3.895809174,0,9.376493454,0,0,2.521537066,19.76756096,30.31777382,207.4518433,-0.258431911,1 commute,34.00590897,23.88921165,6.160294533,19.58751106,9.226401329,4.112410069,0,1.9813205,0,1.036943078,0,40.13069916,30.25720787,54.20363998,78.26533508
330,1378277498,GoogleTrip,0,4,1.123929977,0.280982494,0.842947483,2.076241016,4.214737415,0,31.82448959,10.79272652,0,22.98063469,9.507918358,0,354.3189392,-0.160439074,1 commute,35.19916916,26.78082466,5.684728622,13.67580795,12.1378727,3.847597599,0,1.589825153,0,1.084172368,0,97.77391052,35.12853622,33.7240181,84.0276947
331,1378277498,MapQuestTrip,0,4,2.356057882,0.785352647,1.570705295,9.562129974,4.450331688,1.144178748,23.22307205,0,5.406699657,22.1956768,8.029091835,10.20538998,657.0783691,-0.151047185,1 commute,35.14368439,24.29733658,5.166179657,19.06493759,8.803002357,4.058315277,0,1.43896234,0,2.027580976,0,45.57266617,36.61859131,60.66075134,78.25468445
332,1378277498,ShortestPath,0,4,3.728612661,1.720898151,2.00771451,0,4.589061737,0,10.37280846,0,3.52593565,23.65904808,7.033044338,30.55575752,364.8304138,-0.141257137,1 commute,38.84819031,26.83600426,3.665160418,12.64548779,9.90574646,5.405313015,0,1.357889414,0,1.33620882,0,37.7361412,20.771101,47.15827942,85.91259766
333,1373514094,EndomondoTrip,1,4,3.298402309,1.319360852,1.979041338,6.964857578,2.308881521,34.14613724,0,0,32.08080673,0,0,2.589062452,31.3348217,-0.404542595,1 commute,36.69739532,27.75183678,0.288998008,14.57433033,10.38252068,8.675292015,0,1.629627705,0,0,0,1.333255649,0.391625792,30.65264702,35.29272461
334,1373514094,GoogleTrip,0,4,2.322435141,0.66355288,1.658882141,6.340621948,2.322435141,34.0675621,0,13.11010265,0,14.78515339,0,3.035749197,29.52810287,-0.573354602,1 commute,34.08124542,29.41002846,0.337969244,12.73822117,12.12263489,9.185521126,0.158255428,1.966122627,0,0,0,17.00794029,15.73613834,48.43312454,53.39876175
335,1373514094,MapQuestTrip,0,4,1.3968997,0.349224925,1.047674775,1.027472973,4.1906991,11.88285923,0,12.18836308,0,33.40474701,0,2.82231307,28.98567009,-0.610185087,1 commute,36.08625412,34.87294769,0.202677548,9.192185402,10.11595345,8.247735023,0.162693545,1.119552135,0,0,0,85.23088074,83.26435852,16.39718246,27.89955711
336,1373514094,ShortestPath,0,4,1.411252499,0.352813125,1.058439374,0,4.233757496,11.98875809,0,0,12.28981972,33.2231636,0,2.442723751,28.93067551,-0.60936743,1 commute,36.27932739,35.0177536,0.19494535,8.519111633,10.25969505,8.434170723,0.164311081,1.130683064,0,0,0,38.52097702,37.20639038,0.46148017,8.312024117
345,1313936274,EndomondoTrip,1,4,3.736594439,1.644101501,2.092492819,45.09173965,2.391420364,0,2.02060318,0,42.29832458,4.153042316,9.979172707,39.10865784,603.3852539,-0.070583612,1 commute,27.57703209,23.55306435,0.549629927,23.75743675,12.3101387,10.03785133,0,0.299303442,0,1.915542006,0,21.74946594,14.62671089,52.58590698,67.34141541
346,1313936274,GoogleTrip,0,4,0.797866762,0.598400056,0.19946669,8.719705582,1.396266818,0,22.52610016,7.26934576,0,7.26934576,10.05940628,81.54403687,549.9296875,-0.060407791,1 commute,26.85593605,19.99984169,0.305962712,29.39455795,12.39583874,10.11495304,0,0.148633048,0,0.784276545,0,8.020472527,7.623448849,91.85036469,93.13292694
347,1313936274,MapQuestTrip,0,4,0.434036791,0,0.434036791,0,3.255275965,0,28.8375988,5.464940548,0,94.48271179,0.502271116,5.015014648,209.2057343,-0.691726148,1 commute,27.23777962,26.06826973,0.480304092,20.54948235,16.92194366,7.36038208,0.076197974,0.496571094,0,0.809068441,0,87.89558411,87.68379211,35.95085526,78.69921112
348,1313936274,ShortestPath,0,4,0.867438376,0.650578797,0.216859594,0,3.252893925,0,28.85732651,3.677005053,2.105019331,92.37391663,0.502614737,5.018445492,209.0526428,-0.713288069,1 commute,27.33072472,26.03166771,0.480402827,20.59909058,16.85177803,7.324216366,0.076213636,0.496673137,0,0.809234679,0,84.73866272,84.52713776,34.8454628,76.53102875
353,1303412278,EndomondoTrip,1,4,2.427456379,1.09627068,1.331185818,7.174098015,0.54813534,27.87283707,0,0,25.38083076,16.40162086,0,26.18102264,144.9426422,-0.394777924,1 commute,21.16569901,10.54638958,3.172001362,7.423212528,11.80884933,10.98295593,0,0.554188728,0,4.852005005,29.49469948,10.38228035,10.27044773,79.32667542,87.51557922
354,1303412278,GoogleTrip,0,4,1.13088119,0.403886139,0.726995051,3.894037962,1.050104022,20.42418098,0,13.72581768,15.35580444,34.4090004,0.787298203,10.58218384,162.6853333,-0.58104682,1 commute,24.3230114,13.40433979,2.762719154,6.626183987,11.94683266,9.535042763,0,0.834065139,0,7.031551361,23.53625488,12.12977409,12.01441097,72.04032135,84.9460144
355,1303412278,MapQuestTrip,0,4,0.655627012,0.245860115,0.409766883,2.403014898,1.229300618,20.56853867,0,14.30202961,15.50811672,49.01449203,0.795107305,10.80694962,165.2180023,-0.711162984,1 commute,24.15231705,15.10008049,2.990605831,7.258398056,12.8539257,10.99050045,0,0.435904324,0,4.111549377,22.10671806,12.3883152,12.27127266,77.48369598,91.08662415
356,1303412278,ShortestPath,0,4,0.41961363,0.335690916,0.083922729,0,2.517681837,0,14.00038433,23.77732849,0,86.85527039,0,9.861670494,153.9981995,-0.110442661,1 commute,32.44223022,20.46743584,2.048919678,14.95543957,14.18910313,12.30155277,0,0.386683375,0,3.2046175,0.004017489,52.13541412,51.84676361,50.13082504,77.51370239
369,651965092,EndomondoTrip,1,4,0.825570524,0.206392631,0.619177878,0.000300846,0.412785262,69.40959167,0,0,0,19.50411224,0,11.08629322,5.985385895,-1.1410743,1 commute,24.83748245,24.81869888,0.520220816,7.56157732,25.62230492,16.07866287,0.115967594,0.445086896,0,0,0,27.89522552,27.59048271,20.25474548,20.45306587
370,651965092,GoogleTrip,0,4,0.823987663,0.205996916,0.617990732,0.192396626,0.411993831,69.40959167,0,0,0,19.50411224,0,11.08629322,6.179907322,-1.142993331,1 commute,24.8752861,24.86387444,0.526573181,7.547277451,25.57874107,16.04825592,0.115748286,0.444245189,0,0,0,27.66435814,27.3598938,19.06415939,19.26229668
371,651965092,MapQuestTrip,0,4,0.821929336,0.205482334,0.616447031,0.443302095,1.438376307,0,0,0,0,26.16687584,0,11.24268818,9.863152504,-0.224040911,1 commute,23.4319725,29.2714653,0.376505405,5.948460102,24.74689484,15.69531536,0.108967006,0.420417488,0,0,0,27.90185547,27.81474876,72.55488586,72.80217743
372,651965092,ShortestPath,0,4,0.825572968,0.206393242,0.619179726,0,0.412786484,69.40959167,0,0,0,19.50411224,0,11.08629322,5.985404015,-1.1410712,1 commute,24.83748245,24.81869888,0.520220816,7.56157732,25.62230492,16.07866287,0.115967594,0.445086896,0,0,0,27.87055397,27.566082,20.23683357,20.43497658
377,667284556,EndomondoTrip,1,4,0.477168173,0.190867275,0.286300898,0.8739416,0.572601795,26.46068001,7.663602829,0,1.551813126,18.62013626,3.132691383,5.571570873,2.194973707,-0.276152104,1 commute,18.95529366,20.30348969,1.610248685,3.099684954,20.27664375,17.74425125,8.066417694,9.94397068,0,0,0,12.58954048,1.367165446,65.61489105,69.30136871
378,667284556,GoogleTrip,0,4,0.846658111,0.376292497,0.470365614,2.332811117,0.658511877,26.55953979,44.43257141,0,0.744724274,18.35795593,25.04254723,5.493121147,2.539974213,-0.504224777,1 commute,21.67176628,20.88408661,5.68524456,4.09254694,20.88747787,11.65654087,6.289761066,8.832574844,0,0,0,5.332750797,1.438403726,48.15500641,52.96300125
379,667284556,MapQuestTrip,0,4,0.864212096,0.384094268,0.480117828,0.254216045,0.672164977,0,30.12158966,0,0,6.928509235,33.38785172,13.34326744,1.440353513,-0.52004391,1 commute,24.3937149,18.83502579,3.120888948,11.28268242,18.93014526,14.52745628,2.770714283,6.139371872,0,0,0,37.70812988,37.6171875,77.43644714,80.63393402
380,667284556,ShortestPath,0,4,1.636550426,0.866409063,0.770141363,0,0.673873723,7.117269039,6.818440914,0,11.61433792,6.94489193,10.17587566,13.37481785,1.540282726,-0.451463938,1 commute,25.55052185,17.45189476,3.508054256,14.87623405,18.25075912,12.69228649,1.294390917,6.375859737,0,0,0,44.51782608,44.51782608,76.21315765,80.02708435
381,664843760,EndomondoTrip,1,4,1.319360852,0.604707062,0.71465379,9.646790504,2.253908157,0,8.0434618,21.10650444,0,24.58769989,27.63108826,22.49193954,555.9456787,-0.393686771,1 commute,32.31039047,21.02238274,1.827293873,23.6141243,11.95063019,9.020069122,0,0.255109936,0,0,0,77.91375732,64.1063385,51.22912979,83.88461304
382,664843760,GoogleTrip,0,4,1.053206563,0.49888733,0.554319263,8.73974514,1.940117359,0,7.145870686,27.57223701,0,7.378280163,16.15058517,29.22878075,371.8373718,-0.361860812,1 commute,34.08750153,20.25748062,1.835369825,24.24274063,11.79785347,7.522506237,0,0.256547511,0,0,0,66.07003784,46.6341362,78.66639709,95.61534119
383,664843760,MapQuestTrip,0,4,0.663906217,0.331953108,0.331953108,8.948881149,3.208880186,0,12.05045319,22.47356606,0,48.6189537,0.993685126,7.745482445,606.4230347,-0.312912166,1 commute,34.39591599,22.51296997,1.387487173,23.93564796,9.909389496,7.588574409,0,0.141648069,0,0.128368571,0,78.51761627,64.19303131,49.82941437,71.48791504
384,664843760,ShortestPath,0,4,2.531614542,1.265807271,1.265807271,0,2.230231762,0,13.67535877,4.99296093,3.553489685,22.00489998,28.69339943,25.34689522,242.0705719,-0.097243257,1 commute,36.81510162,23.7068119,2.13607049,21.91675758,8.584346771,6.356976509,0,0.483936369,0,0,0,59.92165375,54.60552979,53.64261246,76.98271942
393,666301412,EndomondoTrip,1,4,1.363404632,0.818042755,0.545361876,13.21109104,1.363404632,0,21.43151283,1.247475743,0,3.254170656,50.41755295,37.01639938,164.1539154,-0.325569928,1 commute,33.00984955,20.02326965,2.299712896,21.35851669,12.89252758,9.424473763,0,0.503435969,0,0.488213301,0,59.54640579,10.12720871,53.32455826,87.27360535
394,666301412,GoogleTrip,0,4,0.857439041,0.571626067,0.285813034,8.009444237,1.429065108,0,16.16125679,29.34641647,0.20402205,7.903725147,21.24605942,8.944252014,136.0469971,-0.734402835,1 commute,38.08466721,20.70242119,3.169699907,20.1442318,10.39379883,6.263309002,0,0.31628859,0,0.925584197,0,62.75413895,8.676710129,68.68486786,83.28318024
395,666301412,MapQuestTrip,0,4,0.715593994,0.572475195,0.143118799,7.849228382,1.288069248,0,16.18506432,29.38965034,0,7.915369034,22.78476334,7.507024765,118.0730133,-0.819017768,1 commute,38.59731674,20.94762039,3.16611743,20.01420212,10.3056469,6.142483711,0,0.316441327,0,0.510169327,0,64.36791229,8.688305855,64.61215973,82.26557922
396,666301412,ShortestPath,0,4,0.617410123,0.463057578,0.154352531,0,2.778345585,0,0,0,0,88.57001495,0,8.660920143,247.7358093,-0.096220925,1 commute,35.7452507,24.56862259,1.325667143,20.93880463,9.852798462,6.45198822,0,0.567005873,0,0.549861014,0,61.86865616,61.86865616,31.16501236,59.79655075
401,671676068,EndomondoTrip,1,4,1.491405368,0.497135103,0.994270205,2.026278496,0.331423402,48.93226624,0,0,28.38302231,0,0,0,3.479945898,-0.050975077,1 commute,17.59785652,14.29132748,0.577136338,6.840069294,23.31071854,26.12218475,6.301350594,3.857470989,0,1.10188508,0,6.748754978,0.325799823,43.05292511,43.05292511
402,671676068,GoogleTrip,0,4,0.999291599,0.499645799,0.499645799,1.513602734,0.33309719,0.440077513,0,0,0,0,0,0,3.497520685,-1.034018993,1 commute,15.43356037,12.00233269,0.508329988,6.34019804,25.12229538,29.40741348,6.288842678,3.753285885,0,1.143742442,0,43.49354553,0.011919501,97.51282501,97.51282501
403,671676068,MapQuestTrip,0,4,1.323508263,0.690526009,0.632982194,193.809906,0.115087673,0,0,0,3.236658335,0,0,6.109359264,1.208420515,-1.555800557,1 commute,17.82098389,14.09235954,0.500215769,7.498991966,23.67004204,27.32296181,5.113238335,3.051528692,0,0.929679692,0,15.02735806,0.00411828,44.25222778,44.25222778
404,671676068,ShortestPath,0,4,1.5216254,0.845347404,0.676277936,0,0.338138968,0,0,0,0,0,0,6.981052876,3.550459146,-1.113665342,1 commute,15.42943192,11.26206017,0.483728707,6.292927742,25.15656662,29.9270401,6.436353683,3.84132266,0,1.170570016,0,44.15186691,0.012099915,97.46507263,97.46507263
405,672189927,EndomondoTrip,1,4,1.640426874,0.911348283,0.72907865,6.816818714,1.822696567,0,32.18280792,0,0.898990989,17.78849411,32.56596375,14.8052063,166.0476532,-0.476536363,1 commute,24.58618736,18.9712944,0.494681627,19.87687683,14.27582645,21.79513359,0,0,0,0,0,50.12676239,49.95678711,48.23745346,78.63722229
406,672189927,GoogleTrip,0,4,1.341167569,0.766381443,0.574786067,1.617620826,1.72435832,0,25.43851662,0,0,20.288311,34.21875381,6.36669302,186.6138916,-0.571633458,1 commute,25.60595703,18.37474442,0.413342446,19.14900017,15.08016109,21.37679482,0,0,0,0,0,54.61615753,54.46347046,46.79874802,81.92873383
407,672189927,MapQuestTrip,0,4,1.078577876,0.359525979,0.719051957,8.306307793,2.876207829,0,1.396810889,4.430738449,0,0,24.87121773,13.73742771,374.4462891,-0.10708534,1 commute,28.1235714,17.73644829,0.396700591,26.77979279,10.74379539,16.21969414,0,0,0,0,0,55.82040024,33.1567421,62.14158249,78.70169067
408,672189927,ShortestPath,0,4,5.062060833,2.531030416,2.531030416,0,0.778778613,0,2.264621973,0,0,0.357420325,1.040048361,63.41024399,143.8793488,-0.080603138,1 commute,29.60603142,17.05493355,0.659097493,27.05046082,9.963356972,15.66611958,0,0,0,0,0,8.484886169,4.050851345,92.16407013,94.04161835
413,673577053,EndomondoTrip,1,4,1.436879992,0.718439996,0.718439996,1.013580561,1.436879992,21.53394508,60.52723312,0,0,0,53.4119339,0,551.043457,-1.093218565,1 commute,20.13565063,17.38858986,0.583655775,7.23279047,20.35795021,32.06985092,0,1.58353281,0,0.647980869,0,56.67235947,56.62898254,62.22464752,74.79397583
414,673577053,GoogleTrip,0,4,1.177817106,0.471126854,0.706690311,2.69306922,1.413380623,21.20343208,61.39247894,0,0,0,52.5921402,0,542.0314331,-1.192767382,1 commute,20.05263329,17.29686546,0.579914451,7.214624882,20.51694107,32.21297836,0,1.573382258,0,0.552657545,0,55.74551392,55.70284653,63.80208206,76.16584778
415,673577053,MapQuestTrip,0,4,0.721228302,0.240409434,0.480818868,0.623055577,1.442456603,9.162993431,61.79827499,0,0,0,53.66246414,0,552.9417114,-1.220536351,1 commute,20.17503929,17.46324921,0.584413111,7.270591736,20.54917717,31.81499672,0,1.585587621,0,0.556944788,0,56.89230728,56.84876633,66.37239838,78.9905014
416,673577053,ShortestPath,0,4,0.967629254,0.483814627,0.483814627,0,1.451443911,9.213424683,56.72989655,0,7.065187931,0,48.54930496,0.29419288,554.2096558,-1.065125227,1 commute,20.34494972,17.27322197,0.588588834,7.258625984,20.42222023,31.9545536,0,1.596916795,0,0.560924172,0,51.7918663,51.74805069,58.9118042,71.60853577
429,677887756,EndomondoTrip,1,4,1.084022403,0.271005601,0.813016832,19.13355827,3.523072958,0,0,26.58749199,0,0,77.05536652,0,136.8578339,-0.027525593,1 commute,35.82251358,25.08873367,3.251230478,21.77530861,8.925871849,5.136343479,0,0,0,0,0,84.46270752,64.7736969,19.88969231,77.2636795
430,677887756,GoogleTrip,0,4,2.210824013,0.947496057,1.263328075,2.224792957,3.158320189,0,11.84389019,13.70898724,0,0,0,23.14956284,260.245575,-0.680284917,1 commute,31.59346581,21.82698631,7.528613091,17.02050591,13.99882698,8.031601906,0,0,0,0,0,38.87719727,10.61688423,80.36306,91.51416779
431,677887756,MapQuestTrip,0,4,1.579568148,0.631827235,0.947740853,2.198385715,3.790963411,0,5.666065693,13.69701767,0,0,0,0,259.9969177,-0.750577509,1 commute,31.76478004,24.83136368,4.981954098,16.5762291,13.51835728,8.327318192,0,0,0,0,0,61.85921097,10.13636398,57.14242554,91.62236023
432,677887756,ShortestPath,0,4,3.874303341,1.93715167,1.93715167,0,2.905727625,0,1.781157136,14.03187752,0,0,0,13.73196507,264.0983582,-0.641556442,1 commute,33.52789688,25.20749664,4.799045563,16.42784691,12.37283993,7.664875031,0,0,0,0,0,45.40038681,9.100156784,71.2527771,90.37851715
433,678341822,EndomondoTrip,1,4,1.119386911,0.746257901,0.373128951,7.193041325,1.492515802,0.529254675,39.76257706,0,1.220431447,10.00958443,55.78313828,31.14830017,7.089450359,-0.204349846,1 commute,23.79167938,24.52626228,0.173980281,9.854421616,21.86352158,16.65402794,0,2.277605057,0.858501017,0,0,67.62427521,67.62427521,55.58896637,64.77090454
434,678341822,GoogleTrip,0,4,0.757168591,0.25238952,0.504779041,5.648407936,1.892921448,0,62.72859955,0,0,25.51229668,62.95040131,11.53730106,4.416816711,-0.367423773,1 commute,22.14942932,22.34421158,0.613463044,10.46049881,20.59067154,20.05100441,0.041165277,1.987981796,1.761572719,0,0,89.92472076,89.92472076,46.04320145,62.15001678
435,678341822,MapQuestTrip,0,4,1.476440072,0.615183353,0.861256659,8.360184669,1.107329965,0,22.4671154,0,0,11.2195797,12.31240463,12.93091202,6.151833534,-0.268302649,1 commute,21.72885323,18.53388023,0.542078674,11.7070322,21.38040924,22.53287888,0.092885651,0.987340033,2.494643211,0,0,24.40131187,24.40131187,86.06448364,91.52507782
436,678341822,ShortestPath,0,4,1.599873185,0.666613817,0.933259308,0,1.066582084,0,2.389555216,0,0,21.07602882,5.020184517,52.2216568,5.066265106,-0.297108978,1 commute,19.03965759,14.84488583,2.68062973,6.105553627,31.17782593,22.28889084,0,0.959915698,2.902640104,0,0,26.94921112,26.94921112,58.69438934,60.58537292
453,682434766,EndomondoTrip,1,4,2.448097467,1.224048734,1.224048734,20.2061367,2.856113672,0,0,18.82168579,0,0,18.82168579,66.56929016,817.2565308,-0.118819013,1 commute,25.34530258,22.19768906,0.058020532,37.1395874,6.048640728,8.806227684,0,0.041903719,0,0.362628341,0,20.34259033,19.93837166,77.63433838,105.129303
454,682434766,GoogleTrip,0,4,2.185121775,1.45674777,0.728373885,34.67274475,1.45674777,0.246721134,0,0,76.33524323,0,7.393336296,8.481624603,2497.958252,-0.068240523,1 commute,19.4408474,7.01121521,8.682560921,13.53804493,9.302224159,10.61137199,0,0.238555863,0,0.296740234,30.87843895,8.519742012,1.075519681,94.11003876,99.20783997
455,682434766,MapQuestTrip,0,4,0.887069404,0.887069404,0,10.57997608,6.209485531,0,0,79.3718338,0,0,88.8041687,6.648187637,3343.808105,-0.083099522,1 commute,32.06193924,21.72121239,0.112080559,36.01579285,4.984998226,4.719453812,0,0.044832222,0,0.339690328,0,93.35364532,84.28749847,98.79065704,104.9991455
456,682434766,ShortestPath,0,4,1.471381664,0.98092109,0.490460545,0,5.395066261,0,0,63.95481491,0,0,68.41986847,31.58013535,2116.827637,-0.126385376,1 commute,24.13004494,25.0924263,0.05717117,39.8368721,4.129664421,6.279300213,0,0.049548347,0,0.424972355,0,72.55735779,72.48586273,44.48653412,91.67870331
457,682909396,EndomondoTrip,1,4,0.42086345,0.140287817,0.280575633,1.012005687,0.701439083,92.29698944,0,0,1.31520164,0,0,3.822745562,258.1295776,-0.803788126,1 commute,28.22298431,29.91275406,0.474115849,13.26020145,12.39163876,15.73830605,0,0,0,0,0,0.930262327,0.611191869,23.69409561,23.69409561
458,682909396,GoogleTrip,0,4,0.700837493,0.280335009,0.420502514,1.098709345,0.841005027,88.26268768,0,0,0.277355522,0,5.077620029,3.819473505,242.4897766,-0.809537411,1 commute,28.57102966,29.98874283,0.470898986,13.24145699,12.20492172,15.52294827,0,0,0,0,0,1.674830556,1.356033802,20.83766556,23.46872902
459,682909396,MapQuestTrip,0,4,0.66440773,0.132881537,0.531526148,6.642002106,2.258986235,0,36.45739746,0,0,0.368535608,70.07836151,4.521560192,182.97789,-0.021042183,1 commute,22.61651421,17.72678566,1.234972,15.64438725,15.84027195,26.86790276,0,0,0,0.069166884,0,84.36447906,67.75163269,49.04239655,82.33054352
460,682909396,ShortestPath,0,4,0.566830158,0.14170754,0.425122619,0,1.558782935,45.58744431,27.00711632,0,0,0,46.45471191,7.229437351,137.8814392,-0.403914213,1 commute,30.70870972,30.08076096,0.792399287,17.25538063,8.598686218,12.56406212,0,0,0,0,0,10.47032738,10.03534126,30.00284958,42.16765213
461,683651127,EndomondoTrip,1,4,3.6387887,1.746618509,1.892170072,57.33546066,0.436654627,0,0,1.331376314,80.53824615,0,3.788943291,15.53251266,2033.937378,-0.019220149,1 commute,22.42647362,5.364593983,8.55913353,9.520107269,11.44680214,10.27630234,0,0.55913341,0,9.004302979,22.84315109,4.029066086,2.393695831,96.11530304,97.51952362
462,683651127,GoogleTrip,0,4,1.465978265,0.837701857,0.628276408,9.348781586,1.884829164,0,49.44386292,0,4.737265587,0.349624217,10.62946796,71.04612732,588.276123,-0.132430345,1 commute,27.95148087,21.94090271,0.312833697,28.32187653,10.89495468,8.841931343,0,0.198545113,0,1.537473321,0,2.592888832,2.175578833,80.32012939,82.44018555
