OBJECTID,tripID,source,Choice,Options,turnsPerkm,turnsLeftPerkm,turnsRightPerkm,perc_Detour,signalsPerkm,percCycleWay,percBikeLane,percSharrow,percFootway,percPrimary,percSecondary,percResidential,FlickrPerkm,PSOverlap,WorkoutType,percImpervious,percRoadRR,percBareGround,percBldg,percGrass,percTree,percWetland,percInlandWater,percCropland,percOcean,percBeach
457,682909396,Endomondo,1,4,0.420863,0.140288,0.280576,1.012006,0.701439,92.29699,0,0,1.315202,0,0,3.822746,258.1296,-0.803788,1 commute,28.22298,29.91275,0.474116,13.2602,12.39164,15.73831,0,0,0,0,0
458,682909396,Google,0,4,0.700838,0.280335,0.420503,1.098709,0.841005,88.26269,0,0,0.277355,0,5.07762,3.819474,242.4898,-0.809537,1 commute,28.57103,29.98874,0.470899,13.24146,12.20492,15.52295,0,0,0,0,0
459,682909396,MapQuest,0,4,0.664408,0.132882,0.531526,6.642002,2.258986,0,36.4574,0,0,0.368536,70.07836,4.52156,182.9779,-0.021042,1 commute,22.61651,17.72679,1.234972,15.64439,15.84027,26.8679,0,0,0,0.069167,0
460,682909396,Shortest Path,0,4,0.56683,0.141707,0.425123,0,1.558783,45.58744,27.00712,0,0,0,46.45471,7.229437,137.8814,-0.403914,1 commute,30.70871,30.08076,0.792399,17.25538,8.598686,12.56406,0,0,0,0,0
461,683651127,Endomondo,1,4,3.638789,1.746619,1.89217,57.33546,0.436655,0,0,1.331376,80.53825,0,3.788943,15.53251,2033.937,-0.01922,1 commute,22.42647,5.364594,8.559134,9.520107,11.4468,10.2763,0,0.559133,0,9.004303,22.84315
462,683651127,Google,0,4,1.465978,0.837702,0.628276,9.348782,1.884829,0,49.44386,0,4.737266,0.349624,10.62947,71.04613,588.2761,-0.13243,1 commute,27.95148,21.9409,0.312834,28.32188,10.89495,8.841931,0,0.198545,0,1.537473,0
463,683651127,MapQuest,0,4,1.12169,0.448676,0.673014,2.079959,3.365071,0,1.041399,0,0,3.242799,27.32814,66.59879,645.6449,-0.074421,1 commute,27.04728,22.04475,0.740425,26.05353,9.705519,11.9099,0,0.380434,0,2.118166,0
464,683651127,Shortest Path,0,4,0.916017,0.458008,0.458008,0,3.435063,0,0,0,5.166303,47.72963,16.63468,29.95576,308.6977,-0.188064,1 commute,29.58401,23.1649,0.638099,21.60913,12.51963,8.218134,0,0.393025,0,3.87307,0
465,684735959,Endomondo,1,4,2.47818,0,2.47818,10.9216,1.858635,0,0,0,0,0,0,53.90599,83.01904,-0.447738,1 commute,29.76705,17.2787,0.351212,27.36591,7.891531,17.3456,0,0,0,0,0
466,684735959,Google,0,4,2.671412,0.667853,2.003559,2.898286,2.003559,0,0,0,0,0,0,34.3669,69.45671,-0.415045,1 commute,31.06158,17.75974,0.413435,29.36418,8.874737,12.52632,0,0,0,0,0
467,684735959,MapQuest,0,4,2.048452,0.682817,1.365635,0.643197,3.414087,0,0,0,0,0,0,48.17365,198.017,-0.031176,1 commute,26.18674,26.39847,0.360728,34.35017,5.507633,7.196257,0,0,0,0,0
468,684735959,Shortest Path,0,4,4.123256,1.374418,2.748837,0,2.748837,0,0,0,0,0,0,65.72152,159.4325,-0.727915,1 commute,29.54853,20.95915,0.471886,27.17584,7.937223,13.90737,0,0,0,0,0
469,687098186,Endomondo,1,4,0.653825,0.326913,0.326913,9.384041,0.653825,0,4.778072,27.04298,0,0,0,0,3.160156,-0.061539,1 commute,27.67004,18.4364,1.711383,16.55714,14.77182,17.50221,0.611053,2.739952,0,0,0
470,687098186,Google,0,4,1.367307,0.797596,0.569711,4.611521,0.569711,23.30107,29.40782,7.163888,0.646324,0,9.31846,3.432971,18.11682,-0.236303,1 commute,24.78211,18.17008,2.304952,11.77605,15.05379,15.84826,8.835347,3.229396,0,0,0
471,687098186,MapQuest,0,4,1.146269,0.687762,0.458508,3.986678,0.458508,0,22.96786,0,0,13.72423,0,0.953413,14.55762,-0.281402,1 commute,19.60595,15.63713,5.166511,7.96279,18.04119,20.97552,8.680488,3.638774,0.29165,0,0
472,687098186,Shortest Path,0,4,1.907148,1.072771,0.834377,0,0.834377,0,2.656898,0,2.095009,9.163934,43.00297,20.57711,3.695099,-0.199575,1 commute,24.39072,19.01781,1.658308,10.15409,19.77657,17.14571,4.394157,3.391537,0.071104,0,0
473,687654762,Endomondo,1,4,0.2561,0.2561,0,7.888204,0.768299,0,0,31.10435,0,0,0,0,2.560998,-0.819018,1 commute,26.74972,18.71388,1.467486,16.08287,14.56049,18.99192,0.584555,2.849068,0,0,0
474,687654762,Google,0,4,0.760237,0.506825,0.253412,9.032411,1.013649,15.64736,21.53324,30.79306,0,0,5.931,0,50.04892,-0.267286,1 commute,21.349,19.90241,0.437316,11.75741,17.70723,22.1391,0.552718,6.154812,0,0,0
475,687654762,MapQuest,0,4,0.2561,0.2561,0,7.888204,0.768299,0,0,31.10435,0,0,0,0,2.560998,-0.819018,1 commute,26.74972,18.71388,1.467486,16.08287,14.56049,18.99192,0.584555,2.849068,0,0,0
476,687654762,Shortest Path,0,4,1.243357,0.690754,0.552603,0,0.967055,0,0,14.86344,2.372361,10.37712,30.15966,16.98112,4.697125,-0.157298,1 commute,20.22649,19.66743,1.032751,8.133118,20.36639,24.80089,1.790652,3.900217,0.082069,0,0
